keyword,canonical_keyword,volume,kd,cpc,serp_features,topical_silo,primary_entity,entity_id,entity_type,parent_entity,intent,intent_detail,geo_modifier,comparison_entity_a,comparison_entity_b,cluster_key,cluster_label,recommended_page_type,recommended_action,suggested_url,entity_existing_page,needs_manual_review,current_url,current_position,current_traffic,competitor_url,updated
how much is sausage mcmuffin,sausage mcmuffin price,90,0,0.41,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks, Top stories",Breakfast,Sausage McMuffin,bfast-sausage-mcmuffin,product_variant,Breakfast Menu,commercial,price_value,,,,bfast-sausage-mcmuffin__price_value,Sausage McMuffin - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcmuffin/,Yes,No,,,,https://www.mac-menus.com/sausage-mcmuffin/,2026-04-10 01:21:53
spicy deluxe mccrispy price,spicy deluxe mccrispy price,90,42,0,"AI Overview, Thumbnail, People also ask, Sitelinks",Chicken & Fish,Spicy Deluxe McCrispy,chicken-spicy-deluxe-mccrispy,product_variant,Chicken & Fish Menu,commercial,price_value,,,,chicken-spicy-deluxe-mccrispy__price_value,Spicy Deluxe McCrispy - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/spicy-deluxe-mccrispy/,Yes,No,,,,https://www.mac-menus.com/,2026-04-22 11:27:17
how much does an oreo mcflurry cost,how much is a mcflurry,90,0,0.8,"AI Overview, Thumbnail, People also ask, Sitelinks",Sweets & Treats,OREO McFlurry,sweets-oreo-mcflurry,product_variant,Sweets & Treats,commercial,price_value,,,,sweets-oreo-mcflurry__price_value,OREO McFlurry - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/oreo-mcflurry/,Yes,No,,,,https://www.mac-menus.com/mcflurry-with-oreo-cookies/,2026-04-04 02:05:53
mcdonald's mango pineapple smoothie ingredients,mcdonald's mango pineapple smoothie ingredients,90,0,0.83,"AI Overview, People also ask, Top stories, Thumbnail, Sitelinks",Beverages,Mango Pineapple Smoothie,bev-mango-pineapple-smoothie,product_family,Beverages & Drinks,nutrition,nutrition_ingredients,,,,bev-mango-pineapple-smoothie__nutrition_ingredients,Mango Pineapple Smoothie - nutrition ingredients,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/mango-pineapple-smoothie/,2026-04-13 11:53:18
mcdonald's sausage egg cheese mcmuffin calories,sausage egg and cheese mcmuffin calories,90,4,0.65,"AI Overview, Thumbnail, People also ask",Breakfast,McMuffin,breakfast-mcmuffin,product_family,Breakfast Menu,nutrition,nutrition_macros,,,,breakfast-mcmuffin__nutrition_macros,McMuffin - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/sausage-mcmuffin-with-egg/,2026-04-30 11:22:02
mcdonalds chicken sandwich price,mcdonald's chicken sandwich price,90,57,0.42,"People also ask, Sitelinks",Chicken & Fish,Chicken & Fish Menu,chicken-fish-menu,menu_guide,,commercial,price_value,,,,chicken-fish-menu__price_value,Chicken & Fish Menu - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/chicken-fish-menu/,Yes,No,,,,https://www.mac-menus.com/,2026-04-28 10:09:17
how many calories in mcdonald's bacon egg and cheese biscuit,bacon egg and cheese biscuit calories,90,0,0.95,"Knowledge card, People also ask, AI Overview",Breakfast,"Bacon, Egg & Cheese Biscuit",bfast-bacon-egg-cheese-biscuit,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-bacon-egg-cheese-biscuit__nutrition_macros,"Bacon, Egg & Cheese Biscuit - nutrition macros",item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-biscuit/,Yes,No,,,,https://www.mac-menus.com/bacon-egg-cheese-biscuit/,2026-04-26 01:46:26
extra value meal,mcdonald's menu,90,1,0.62,"AI Overview, Thumbnail, People also ask, Top stories, Video preview, Bottom ads, Paid sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdonalds-extra-value-meals/,2026-04-23 05:02:43
big mac price usa,big mac price usa,90,35,0.33,"AI Overview, Thumbnail, People also ask, Top stories",Geographic Pricing,Big Mac Price USA,big-mac-price-usa,support_page,,geo_pricing,geo_price,Usa,,,big-mac-price-usa__geo_price__usa,Big Mac Price USA - geo price,support,Optimize the existing geo-specific pricing page.,https://mcdomenuusa.com/big-mac-price-usa/,Yes,No,,,,https://www.mac-menus.com/big-mac/,2026-04-03 13:27:58
mcdonald's smoothie nutrition,mcdonalds smoothie calories,90,0,0.72,"AI Overview, Thumbnail, People also ask, Video preview",Beverages,Smoothie,beverages-smoothie,product_family,Beverages & Drinks,nutrition,nutrition_macros,,,,beverages-smoothie__nutrition_macros,Smoothie - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/strawberry-banana-smoothie/,2026-04-10 22:00:13
mcchicken deal,how much is a mcchicken,90,0,0.62,"AI Overview, People also ask",Chicken & Fish,McChicken,chicken-mcchicken,product_variant,Chicken & Fish Menu,commercial,price_value,,,,chicken-mcchicken__price_value,McChicken - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/mcchicken/,Yes,No,,,,https://www.mac-menus.com/the-mcchicken-5-meal-deal/,2026-05-04 12:20:35
smoothie mcdonald's,mcdonalds smoothie,90,0,1.18,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",Beverages,Smoothie,beverages-smoothie,product_family,Beverages & Drinks,overview,overview_general,,,,beverages-smoothie__overview_general,Smoothie - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/strawberry-banana-smoothie/,2026-04-24 22:20:17
how much is a sausage egg mcmuffin at mcdonald's,egg mcmuffin price,90,9,0.08,"AI Overview, Thumbnail, Video preview, People also ask",Breakfast,Egg McMuffin,bfast-egg-mcmuffin,product_variant,Breakfast Menu,commercial,price_value,,,,bfast-egg-mcmuffin__price_value,Egg McMuffin - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/,Yes,No,,,,https://www.mac-menus.com/,2026-04-25 15:29:33
menu mcdonalds breakfast,mcdonald's breakfast menu,90,5,1.58,"People also ask, Local pack, Top stories, Thumbnail, Video preview",Breakfast,Breakfast Menu,breakfast-menu,menu_guide,,overview,overview_menu,,,,breakfast-menu__overview_menu,Breakfast Menu - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-breakfast-menu-breakfast-meals-more-2025/,2026-04-13 05:08:11
how many calories in a small shamrock shake,shamrock shake calories,90,0,0,"AI Overview, Thumbnail, People also ask, Sitelinks",Limited Time,Limited Time Menu,limited-time-menu,support_page,,nutrition,nutrition_macros,,,,limited-time-menu__nutrition_macros,Limited Time Menu - nutrition macros,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/limited-time-menu/,Yes,No,,,,https://www.mac-menus.com/limited-time-only-shamrock-shake/,2026-04-29 20:07:38
frozen drinks at mcdonald's,mcdonald's frozen drinks,90,2,1.13,"AI Overview, Thumbnail, Video preview, People also ask, Top stories",Beverages,Frozen Fanta Blue Raspberry,bev-frozen-fanta-blue-raspberry,product_family,Beverages & Drinks,overview,overview_menu,,,,bev-frozen-fanta-blue-raspberry__overview_menu,Frozen Fanta Blue Raspberry - overview menu,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-08 22:05:04
s'mores mcflurry,oreo mcflurry,90,0,0.16,"AI Overview, People also ask, Discussions and forums, Video preview, Sitelinks",Sweets & Treats,OREO McFlurry,sweets-oreo-mcflurry,product_variant,Sweets & Treats,overview,overview_general,,,,sweets-oreo-mcflurry__overview_general,OREO McFlurry - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/oreo-mcflurry/,Yes,No,,,,https://www.mac-menus.com/hersheys-smores-mcflurry/,2026-05-03 00:58:22
mcdonalds french fries price,mcdonalds french fries price,90,54,0.09,People also ask,Value & Deals,World Famous Fries,mcvalue-world-famous-fries,product_family,McValue Menu,commercial,price_value,,,,mcvalue-world-famous-fries__price_value,World Famous Fries - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/,2026-04-23 06:04:56
how many calories in mcnuggets,mcdonald's chicken nuggets calories,90,7,0.72,"Knowledge card, People also ask, AI Overview, Sitelinks, Thumbnail, Video preview",Value & Deals,Chicken McNuggets,mcvalue-chicken-mcnuggets,product_family,McValue Menu,nutrition,nutrition_macros,,,,mcvalue-chicken-mcnuggets__nutrition_macros,Chicken McNuggets - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/40-piece-chicken-mcnuggets/,2026-04-29 18:59:30
crispy chicken sandwich mcdonalds,mccrispy chicken sandwich,90,12,0.49,"Sitelinks, People also ask, Discussions and forums, Top stories, Thumbnail, Video preview",Chicken & Fish,Chicken & Fish Menu,chicken-fish-menu,menu_guide,,overview,overview_general,,,,chicken-fish-menu__overview_general,Chicken & Fish Menu - overview general,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/chicken-fish-menu/,Yes,No,,,,https://www.mac-menus.com/mccrispy/,2026-04-16 21:43:22
calories 20 mcnuggets,mcdonald's chicken nuggets calories,90,2,0.6,"Knowledge card, People also ask, AI Overview",Value & Deals,Chicken McNuggets,mcvalue-chicken-mcnuggets,product_family,McValue Menu,nutrition,nutrition_macros,,,,mcvalue-chicken-mcnuggets__nutrition_macros,Chicken McNuggets - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/20-piece-chicken-mcnuggets/,2026-04-26 02:19:11
quarter pounder meal,quarter pounder burger,90,4,0.19,"People also ask, Sitelinks, Top stories, Thumbnail, Video preview",Burgers,Quarter Pounder with Cheese,burgers-quarter-pounder-with-cheese,product_variant,Burgers Menu,overview,overview_menu,,,,burgers-quarter-pounder-with-cheese__overview_menu,Quarter Pounder with Cheese - overview menu,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/,Yes,No,,,,https://www.mac-menus.com/quarter-pounder-with-cheese-meal/,2026-04-04 22:09:53
how many calories in a mcdonald's chocolate chip cookie,mcdonald's cookies calories,90,0,0.62,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",Sweets & Treats,Chocolate Chip Cookie,sweets-chocolate-chip-cookie,product_variant,Sweets & Treats,nutrition,nutrition_macros,,,,sweets-chocolate-chip-cookie__nutrition_macros,Chocolate Chip Cookie - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/chocolate-chip-cookie/,Yes,No,,,,https://www.mac-menus.com/chocolate-chip-cookie/,2026-05-02 05:52:39
mcdonald's 40 piece,mcdonald's food,90,0,0,People also ask,Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/40-piece-chicken-mcnuggets/,2026-04-15 06:06:27
mcdonalds small fries carbs,mcdonald's small fries calories,90,0,0.39,People also ask,Fries & Sides,World Famous Fries Small,sides-world-famous-fries-small,product_variant,World Famous Fries,nutrition,nutrition_macros,,,,sides-world-famous-fries-small__nutrition_macros,World Famous Fries Small - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-small/,Yes,No,,,,https://www.mac-menus.com/world-famous-fries/,2026-05-03 17:40:20
sausage egg mcmuffin nutrition facts,sausage egg mcmuffin calories,90,0,0.68,"People also ask, Sitelinks",Breakfast,Egg McMuffin,bfast-egg-mcmuffin,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-egg-mcmuffin__nutrition_macros,Egg McMuffin - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/,Yes,No,,,,https://www.mac-menus.com/sausage-mcmuffin-with-egg-meal/,2026-04-28 12:50:38
spicy deluxe chicken sandwich price,mcdonald's chicken sandwich price,90,7,0,"People also ask, Sitelinks",Chicken & Fish,Chicken & Fish Menu,chicken-fish-menu,menu_guide,,commercial,price_value,,,,chicken-fish-menu__price_value,Chicken & Fish Menu - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/chicken-fish-menu/,Yes,No,,,,https://www.mac-menus.com/spicy-deluxe-mccrispy/,2026-04-13 10:46:42
how much is a large mcflurry,how much is a mcflurry,90,6,0.38,"AI Overview, Thumbnail, People also ask, Sitelinks",Sweets & Treats,OREO McFlurry,sweets-oreo-mcflurry,product_variant,Sweets & Treats,commercial,price_value,,,,sweets-oreo-mcflurry__price_value,OREO McFlurry - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/oreo-mcflurry/,Yes,No,,,,https://www.mac-menus.com/mcflurry-with-oreo-cookies/,2026-04-09 09:13:17
mcdvoixe,mcdonald's food,90,0,1.2,"Sitelinks, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdvoice/,2026-04-11 05:10:32
10 piece nugget calories mcdonald's,mcdonald's 10 piece nugget calories,90,0,0.62,"AI Overview, Thumbnail, People also ask, Sitelinks",McNuggets & Strips,McNuggets & Strips,mcnuggets-strips,menu_guide,,nutrition,nutrition_macros,,,,mcnuggets-strips__nutrition_macros,McNuggets & Strips - nutrition macros,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/nuggets-and-strips/,Yes,No,,,,https://www.mac-menus.com/10-piece-chicken-mcnuggets/,2026-04-28 11:07:18
mcdonald's vanilla iced coffee calories,mcdonald's iced coffee nutrition,90,0,0.54,"AI Overview, Thumbnail, People also ask, Sitelinks",McCafe Coffees,McCafe Iced Coffee Small,coffee-mccafe-iced-coffee-small,product_variant,McCafe Iced Coffee,nutrition,nutrition_macros,,,,coffee-mccafe-iced-coffee-small__nutrition_macros,McCafe Iced Coffee Small - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-iced-coffee-small/,Yes,No,,,,https://www.mac-menus.com/iced-french-vanilla-coffee/,2026-04-22 13:53:33
how much is mcdonald's oatmeal,mcdonalds oatmeal price,90,1,0,"AI Overview, Thumbnail, People also ask, Sitelinks",Breakfast,Fruit & Maple Oatmeal,bfast-fruit-maple-oatmeal,product_variant,Breakfast Menu,commercial,price_value,,,,bfast-fruit-maple-oatmeal__price_value,Fruit & Maple Oatmeal - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/fruit-maple-oatmeal/,Yes,No,,,,https://www.mac-menus.com/fruit-maple-oatmeal/,2026-04-26 09:57:35
